tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Liver,B,cell_cycle,IA→AR,IA,AR,0.062313,0.057518,-7.7,↓,0.785714,NS,9/15,5,3,0.9906828695652173
Liver,B,cell_cycle,CR→AR,CR,AR,0.060755,0.057518,-5.3,↓,1.0,NS,4/9,3,3,1.0
Liver,PlasmaB,cell_cycle,NL→IT,NL,IT,0.073167,0.093615,27.9,↑,0.428571,NS,20/30,6,5,0.7767849375
Liver,PlasmaB,cell_cycle,NL→IA,NL,IA,0.073167,0.085348,16.6,↑,0.662338,NS,18/30,6,5,0.9189612800000001
Liver,PlasmaB,cell_cycle,NL→AR,NL,AR,0.073167,0.054612,-25.4,↓,0.285714,NS,10/12,6,2,0.6904755
Liver,PlasmaB,cell_cycle,NL→CR,NL,CR,0.073167,0.06217,-15.0,↓,0.714286,NS,11/18,6,3,0.9006214782608695
Liver,PlasmaB,cell_cycle,IT→IA,IT,IA,0.093615,0.085348,-8.8,↓,0.547619,NS,16/25,5,5,1.0
Liver,PlasmaB,cell_cycle,IA→AR,IA,AR,0.085348,0.054612,-36.0,↓,0.380952,NS,8/10,5,2,0.849816
Liver,PlasmaB,cell_cycle,CR→AR,CR,AR,0.06217,0.054612,-12.2,↓,0.8,NS,4/6,3,2,1.0
Liver,Myeloid,checkpoint,NL→IT,NL,IT,0.021626,0.016585,-23.3,↓,0.662338,NS,18/30,6,5,0.7114000740740741
Liver,Myeloid,checkpoint,NL→IA,NL,IA,0.021626,0.015663,-27.6,↓,0.536797,NS,19/30,6,5,0.914657238095238
Liver,Myeloid,checkpoint,NL→AR,NL,AR,0.021626,0.023173,7.2,↑,0.714286,NS,11/18,6,3,0.9415588181818182
Liver,Myeloid,checkpoint,NL→CR,NL,CR,0.021626,0.012793,-40.8,↓,0.547619,NS,12/18,6,3,1.0
Liver,Myeloid,checkpoint,IT→IA,IT,IA,0.016585,0.015663,-5.6,↓,0.84127,NS,14/25,5,5,0.9383396153846153
Liver,Myeloid,checkpoint,IA→AR,IA,AR,0.015663,0.023173,47.9,↑,0.392857,NS,11/15,5,3,0.7595235333333333
Liver,Myeloid,checkpoint,CR→AR,CR,AR,0.012793,0.023173,81.1,↑,0.1,NS,9/9,3,3,0.58
Liver,CD4_T,checkpoint,NL→IT,NL,IT,0.081787,0.092139,12.7,↑,0.393939,NS,24/36,6,6,0.8160164999999999
Liver,CD4_T,checkpoint,NL→IA,NL,IA,0.081787,0.093886,14.8,↑,0.428571,NS,20/30,6,5,0.77835565
Liver,CD4_T,checkpoint,NL→AR,NL,AR,0.081787,0.092656,13.3,↑,0.547619,NS,12/18,6,3,0.7562357619047618
Liver,CD4_T,checkpoint,NL→CR,NL,CR,0.081787,0.068028,-16.8,↓,1.0,NS,9/18,6,3,1.0
Liver,CD4_T,checkpoint,IT→IA,IT,IA,0.092139,0.093886,1.9,↑,0.662338,NS,18/30,6,5,0.9189612800000001
Liver,CD4_T,checkpoint,IA→AR,IA,AR,0.093886,0.092656,-1.3,↓,0.785714,NS,9/15,5,3,0.9114282400000001
Liver,CD4_T,checkpoint,CR→AR,CR,AR,0.068028,0.092656,36.2,↑,0.2,NS,8/9,3,3,1.0
Liver,CD8_T,checkpoint,NL→IT,NL,IT,0.090449,0.128643,42.2,↑,0.041126,*,31/36,6,6,0.2981635
Liver,CD8_T,checkpoint,NL→IA,NL,IA,0.090449,0.152823,69.0,↑,0.177489,NS,23/30,6,5,0.571909
Liver,CD8_T,checkpoint,NL→AR,NL,AR,0.090449,0.140984,55.9,↑,0.095238,†,16/18,6,3,0.2761902
Liver,CD8_T,checkpoint,NL→CR,NL,CR,0.090449,0.09826,8.6,↑,0.166667,NS,15/18,6,3,0.4027785833333334
Liver,CD8_T,checkpoint,IT→IA,IT,IA,0.128643,0.152823,18.8,↑,0.428571,NS,20/30,6,5,0.8648396111111111
Liver,CD8_T,checkpoint,IA→AR,IA,AR,0.152823,0.140984,-7.7,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Liver,CD8_T,checkpoint,CR→AR,CR,AR,0.09826,0.140984,43.5,↑,0.1,NS,9/9,3,3,0.9666666666666668
Liver,NK,checkpoint,NL→IT,NL,IT,0.083344,0.093001,11.6,↑,0.329004,NS,21/30,6,5,0.7767849375
Liver,NK,checkpoint,NL→IA,NL,IA,0.083344,0.08577,2.9,↑,0.662338,NS,18/30,6,5,0.9996794074074075
Liver,NK,checkpoint,NL→AR,NL,AR,0.083344,0.079243,-4.9,↓,0.714286,NS,7/18,6,3,1.0
Liver,NK,checkpoint,NL→CR,NL,CR,0.083344,0.092997,11.6,↑,0.714286,NS,11/18,6,3,0.9006214782608695
Liver,NK,checkpoint,IT→IA,IT,IA,0.093001,0.08577,-7.8,↓,0.690476,NS,15/25,5,5,1.0
Liver,NK,checkpoint,IA→AR,IA,AR,0.08577,0.079243,-7.6,↓,0.785714,NS,9/15,5,3,0.9494044166666668
Liver,NK,checkpoint,CR→AR,CR,AR,0.092997,0.079243,-14.8,↓,0.7,NS,6/9,3,3,1.0
Liver,B,checkpoint,NL→IT,NL,IT,0.018499,0.014728,-20.4,↓,1.0,NS,14/30,6,5,1.0
Liver,B,checkpoint,NL→IA,NL,IA,0.018499,0.028108,51.9,↑,0.329004,NS,21/30,6,5,0.8673741818181819
Liver,B,checkpoint,NL→AR,NL,AR,0.018499,0.014319,-22.6,↓,1.0,NS,9/18,6,3,1.0
Liver,B,checkpoint,NL→CR,NL,CR,0.018499,0.011935,-35.5,↓,1.0,NS,9/18,6,3,1.0
Liver,B,checkpoint,IT→IA,IT,IA,0.014728,0.028108,90.8,↑,0.150794,NS,20/25,5,5,0.4373026
Liver,B,checkpoint,IA→AR,IA,AR,0.028108,0.014319,-49.1,↓,0.142857,NS,13/15,5,3,0.920635611111111
Liver,B,checkpoint,CR→AR,CR,AR,0.011935,0.014319,20.0,↑,1.0,NS,5/9,3,3,1.0
Liver,PlasmaB,checkpoint,NL→IT,NL,IT,0.02048,0.004838,-76.4,↓,0.583025,NS,18/30,6,5,0.8244948571428572
Liver,PlasmaB,checkpoint,NL→IA,NL,IA,0.02048,0.007766,-62.1,↓,0.350122,NS,19/30,6,5,0.8461281666666667
Liver,PlasmaB,checkpoint,NL→AR,NL,AR,0.02048,0.004245,-79.3,↓,0.737372,NS,7/12,6,2,0.85535152
Liver,PlasmaB,checkpoint,NL→CR,NL,CR,0.02048,0.003808,-81.4,↓,0.35802,NS,12/18,6,3,0.7891148571428571
Liver,PlasmaB,checkpoint,IT→IA,IT,IA,0.004838,0.007766,60.5,↑,0.746476,NS,9/25,5,5,1.0
Liver,PlasmaB,checkpoint,IA→AR,IA,AR,0.007766,0.004245,-45.3,↓,1.0,NS,4/10,5,2,1.0
Liver,PlasmaB,checkpoint,CR→AR,CR,AR,0.003808,0.004245,11.5,↑,1.0,NS,2/6,3,2,1.0
Liver,Myeloid,cytotoxicity,NL→IT,NL,IT,0.010512,0.002347,-77.7,↓,0.388861,NS,17/30,6,5,0.6264982777777778
Liver,Myeloid,cytotoxicity,NL→IA,NL,IA,0.010512,0.009526,-9.4,↓,0.779243,NS,15/30,6,5,0.9189612800000001
Liver,Myeloid,cytotoxicity,NL→AR,NL,AR,0.010512,0.006631,-36.9,↓,0.895533,NS,9/18,6,3,0.9717814074074074
Liver,Myeloid,cytotoxicity,NL→CR,NL,CR,0.010512,0.006475,-38.4,↓,0.895533,NS,9/18,6,3,1.0
Liver,Myeloid,cytotoxicity,IT→IA,IT,IA,0.002347,0.009526,305.8,↑,0.503812,NS,13/25,5,5,0.9341735882352942
Liver,Myeloid,cytotoxicity,IA→AR,IA,AR,0.009526,0.006631,-30.4,↓,1.0,NS,6/15,5,3,1.0
Liver,Myeloid,cytotoxicity,CR→AR,CR,AR,0.006475,0.006631,2.4,↑,0.824778,NS,5/9,3,3,1.0
Liver,CD4_T,cytotoxicity,NL→IT,NL,IT,0.229987,0.263637,14.6,↑,0.24026,NS,26/36,6,6,0.6904766153846155
Liver,CD4_T,cytotoxicity,NL→IA,NL,IA,0.229987,0.177543,-22.8,↓,0.329004,NS,21/30,6,5,0.77835565
Liver,CD4_T,cytotoxicity,NL→AR,NL,AR,0.229987,0.248821,8.2,↑,0.380952,NS,13/18,6,3,0.7562357619047618
Liver,CD4_T,cytotoxicity,NL→CR,NL,CR,0.229987,0.267011,16.1,↑,0.380952,NS,13/18,6,3,0.8358395263157895
Liver,CD4_T,cytotoxicity,IT→IA,IT,IA,0.263637,0.177543,-32.7,↓,0.017316,*,28/30,6,5,0.251082
Liver,CD4_T,cytotoxicity,IA→AR,IA,AR,0.177543,0.248821,40.1,↑,0.25,NS,12/15,5,3,0.9114282400000001
Liver,CD4_T,cytotoxicity,CR→AR,CR,AR,0.267011,0.248821,-6.8,↓,1.0,NS,4/9,3,3,1.0
Liver,CD8_T,cytotoxicity,NL→IT,NL,IT,0.34585,0.377396,9.1,↑,0.588745,NS,22/36,6,6,0.7423306521739129
Liver,CD8_T,cytotoxicity,NL→IA,NL,IA,0.34585,0.328831,-4.9,↓,0.792208,NS,17/30,6,5,0.9988709565217391
Liver,CD8_T,cytotoxicity,NL→AR,NL,AR,0.34585,0.424672,22.8,↑,0.166667,NS,15/18,6,3,0.3717956153846154
Liver,CD8_T,cytotoxicity,NL→CR,NL,CR,0.34585,0.417344,20.7,↑,0.261905,NS,14/18,6,3,0.4747028125
Liver,CD8_T,cytotoxicity,IT→IA,IT,IA,0.377396,0.328831,-12.9,↓,0.246753,NS,22/30,6,5,0.8648396111111111
Liver,CD8_T,cytotoxicity,IA→AR,IA,AR,0.328831,0.424672,29.1,↑,0.035714,*,15/15,5,3,0.8285720499999999
Liver,CD8_T,cytotoxicity,CR→AR,CR,AR,0.417344,0.424672,1.8,↑,0.7,NS,6/9,3,3,1.0
Liver,NK,cytotoxicity,NL→IT,NL,IT,0.534867,0.5787,8.2,↑,0.536797,NS,19/30,6,5,0.8003250833333333
Liver,NK,cytotoxicity,NL→IA,NL,IA,0.534867,0.543889,1.7,↑,0.930736,NS,16/30,6,5,0.9996794074074075
Liver,NK,cytotoxicity,NL→AR,NL,AR,0.534867,0.578539,8.2,↑,0.547619,NS,12/18,6,3,1.0
Liver,NK,cytotoxicity,NL→CR,NL,CR,0.534867,0.548363,2.5,↑,0.714286,NS,11/18,6,3,0.9006214782608695
Liver,NK,cytotoxicity,IT→IA,IT,IA,0.5787,0.543889,-6.0,↓,0.420635,NS,17/25,5,5,0.9925594375
Liver,NK,cytotoxicity,IA→AR,IA,AR,0.543889,0.578539,6.4,↑,0.785714,NS,9/15,5,3,0.9494044166666668
Liver,NK,cytotoxicity,CR→AR,CR,AR,0.548363,0.578539,5.5,↑,0.4,NS,7/9,3,3,1.0
Liver,B,cytotoxicity,NL→IT,NL,IT,0.010021,0.017906,78.7,↑,0.927099,NS,14/30,6,5,0.9996794074074075
Liver,B,cytotoxicity,NL→IA,NL,IA,0.010021,0.00856,-14.6,↓,0.662338,NS,12/30,6,5,0.9603900999999999
Liver,B,cytotoxicity,NL→AR,NL,AR,0.010021,0.006561,-34.5,↓,0.904762,NS,8/18,6,3,1.0
Liver,B,cytotoxicity,NL→CR,NL,CR,0.010021,0.00205,-79.5,↓,0.380952,NS,13/18,6,3,0.7365072
Liver,B,cytotoxicity,IT→IA,IT,IA,0.017906,0.00856,-52.2,↓,0.401965,NS,8/25,5,5,0.7624009374999999
Liver,B,cytotoxicity,IA→AR,IA,AR,0.00856,0.006561,-23.4,↓,0.571429,NS,10/15,5,3,0.920635611111111
Liver,B,cytotoxicity,CR→AR,CR,AR,0.00205,0.006561,220.1,↑,0.7,NS,6/9,3,3,1.0
Liver,PlasmaB,cytotoxicity,NL→IT,NL,IT,0.018857,0.074394,294.5,↑,0.035344,*,27/30,6,5,0.34165866666666667
Liver,PlasmaB,cytotoxicity,NL→IA,NL,IA,0.018857,0.076,303.0,↑,0.035344,*,27/30,6,5,0.512488
Liver,PlasmaB,cytotoxicity,NL→AR,NL,AR,0.018857,0.117241,521.7,↑,0.065133,†,12/12,6,2,0.51786025
Liver,PlasmaB,cytotoxicity,NL→CR,NL,CR,0.018857,0.065273,246.1,↑,0.153854,NS,15/18,6,3,0.6904768181818182
Liver,PlasmaB,cytotoxicity,IT→IA,IT,IA,0.074394,0.076,2.2,↑,0.84127,NS,11/25,5,5,1.0
Liver,PlasmaB,cytotoxicity,IA→AR,IA,AR,0.076,0.117241,54.3,↑,0.380952,NS,8/10,5,2,0.849816
Liver,PlasmaB,cytotoxicity,CR→AR,CR,AR,0.065273,0.117241,79.6,↑,0.2,NS,6/6,3,2,1.0
Liver,Myeloid,epigenetics,NL→IT,NL,IT,0.035431,0.03333,-5.9,↓,0.662338,NS,18/30,6,5,0.7114000740740741
Liver,Myeloid,epigenetics,NL→IA,NL,IA,0.035431,0.02418,-31.8,↓,0.246753,NS,22/30,6,5,0.914657238095238
Liver,Myeloid,epigenetics,NL→AR,NL,AR,0.035431,0.06682,88.6,↑,0.714286,NS,11/18,6,3,0.9415588181818182
Liver,Myeloid,epigenetics,NL→CR,NL,CR,0.035431,0.041447,17.0,↑,0.714286,NS,11/18,6,3,1.0
Liver,Myeloid,epigenetics,IT→IA,IT,IA,0.03333,0.02418,-27.5,↓,0.222222,NS,19/25,5,5,0.7160486666666667
Liver,Myeloid,epigenetics,IA→AR,IA,AR,0.02418,0.06682,176.3,↑,0.142857,NS,13/15,5,3,0.725
Liver,Myeloid,epigenetics,CR→AR,CR,AR,0.041447,0.06682,61.2,↑,0.7,NS,3/9,3,3,1.0
Liver,CD4_T,epigenetics,NL→IT,NL,IT,0.032726,0.038074,16.3,↑,0.24026,NS,26/36,6,6,0.6904766153846155
Liver,CD4_T,epigenetics,NL→IA,NL,IA,0.032726,0.041264,26.1,↑,0.125541,NS,24/30,6,5,0.77835565
Liver,CD4_T,epigenetics,NL→AR,NL,AR,0.032726,0.044821,37.0,↑,0.02381,*,18/18,6,3,0.46031700000000003
Liver,CD4_T,epigenetics,NL→CR,NL,CR,0.032726,0.038565,17.8,↑,0.166667,NS,15/18,6,3,0.6904775714285715
Liver,CD4_T,epigenetics,IT→IA,IT,IA,0.038074,0.041264,8.4,↑,0.662338,NS,18/30,6,5,0.9189612800000001
Liver,CD4_T,epigenetics,IA→AR,IA,AR,0.041264,0.044821,8.6,↑,0.25,NS,12/15,5,3,0.9114282400000001
Liver,CD4_T,epigenetics,CR→AR,CR,AR,0.038565,0.044821,16.2,↑,0.1,NS,9/9,3,3,1.0
Liver,CD8_T,epigenetics,NL→IT,NL,IT,0.032169,0.045366,41.0,↑,0.015152,*,33/36,6,6,0.2981635
Liver,CD8_T,epigenetics,NL→IA,NL,IA,0.032169,0.045266,40.7,↑,0.008658,**,29/30,6,5,0.125541
Liver,CD8_T,epigenetics,NL→AR,NL,AR,0.032169,0.048731,51.5,↑,0.02381,*,18/18,6,3,0.2761902
Liver,CD8_T,epigenetics,NL→CR,NL,CR,0.032169,0.042921,33.4,↑,0.166667,NS,15/18,6,3,0.4027785833333334
Liver,CD8_T,epigenetics,IT→IA,IT,IA,0.045366,0.045266,-0.2,↓,0.792208,NS,13/30,6,5,0.9572513333333333
Liver,CD8_T,epigenetics,IA→AR,IA,AR,0.045266,0.048731,7.7,↑,0.392857,NS,11/15,5,3,0.8285720499999999
Liver,CD8_T,epigenetics,CR→AR,CR,AR,0.042921,0.048731,13.5,↑,0.4,NS,7/9,3,3,1.0
Liver,NK,epigenetics,NL→IT,NL,IT,0.040525,0.043427,7.2,↑,0.662338,NS,18/30,6,5,0.8003250833333333
Liver,NK,epigenetics,NL→IA,NL,IA,0.040525,0.04238,4.6,↑,1.0,NS,15/30,6,5,1.0
Liver,NK,epigenetics,NL→AR,NL,AR,0.040525,0.043318,6.9,↑,1.0,NS,9/18,6,3,1.0
Liver,NK,epigenetics,NL→CR,NL,CR,0.040525,0.046714,15.3,↑,0.547619,NS,12/18,6,3,0.9006214782608695
Liver,NK,epigenetics,IT→IA,IT,IA,0.043427,0.04238,-2.4,↓,0.690476,NS,15/25,5,5,1.0
Liver,NK,epigenetics,IA→AR,IA,AR,0.04238,0.043318,2.2,↑,0.571429,NS,10/15,5,3,0.9494044166666668
Liver,NK,epigenetics,CR→AR,CR,AR,0.046714,0.043318,-7.3,↓,0.4,NS,7/9,3,3,1.0
Liver,B,epigenetics,NL→IT,NL,IT,0.033987,0.043524,28.1,↑,0.662338,NS,18/30,6,5,0.9996794074074075
Liver,B,epigenetics,NL→IA,NL,IA,0.033987,0.04772,40.4,↑,0.246753,NS,22/30,6,5,0.8673741818181819
Liver,B,epigenetics,NL→AR,NL,AR,0.033987,0.054134,59.3,↑,0.166667,NS,15/18,6,3,1.0
Liver,B,epigenetics,NL→CR,NL,CR,0.033987,0.03699,8.8,↑,0.714286,NS,11/18,6,3,0.9863949523809523
Liver,B,epigenetics,IT→IA,IT,IA,0.043524,0.04772,9.6,↑,0.547619,NS,16/25,5,5,0.7940475499999999
Liver,B,epigenetics,IA→AR,IA,AR,0.04772,0.054134,13.4,↑,0.571429,NS,10/15,5,3,0.920635611111111
Liver,B,epigenetics,CR→AR,CR,AR,0.03699,0.054134,46.3,↑,0.2,NS,8/9,3,3,1.0
Liver,PlasmaB,epigenetics,NL→IT,NL,IT,0.027737,0.019155,-30.9,↓,0.536797,NS,19/30,6,5,0.8193217368421053
Liver,PlasmaB,epigenetics,NL→IA,NL,IA,0.027737,0.016762,-39.6,↓,0.407016,NS,19/30,6,5,0.9079587692307692
Liver,PlasmaB,epigenetics,NL→AR,NL,AR,0.027737,0.024039,-13.3,↓,0.642857,NS,8/12,6,2,0.7767855416666667
Liver,PlasmaB,epigenetics,NL→CR,NL,CR,0.027737,0.023524,-15.2,↓,0.714286,NS,11/18,6,3,0.9006214782608695
Liver,PlasmaB,epigenetics,IT→IA,IT,IA,0.019155,0.016762,-12.5,↓,1.0,NS,13/25,5,5,1.0
Liver,PlasmaB,epigenetics,IA→AR,IA,AR,0.016762,0.024039,43.4,↑,0.557738,NS,7/10,5,2,0.8721811052631578
Liver,PlasmaB,epigenetics,CR→AR,CR,AR,0.023524,0.024039,2.2,↑,1.0,NS,3/6,3,2,1.0
Liver,Myeloid,exhaustion,NL→IT,NL,IT,0.023714,0.027285,15.1,↑,0.662338,NS,18/30,6,5,0.7114000740740741
Liver,Myeloid,exhaustion,NL→IA,NL,IA,0.023714,0.027299,15.1,↑,0.662338,NS,18/30,6,5,0.914657238095238
Liver,Myeloid,exhaustion,NL→AR,NL,AR,0.023714,0.035408,49.3,↑,0.380952,NS,13/18,6,3,0.6498592941176471
Liver,Myeloid,exhaustion,NL→CR,NL,CR,0.023714,0.029631,24.9,↑,0.547619,NS,12/18,6,3,1.0
Liver,Myeloid,exhaustion,IT→IA,IT,IA,0.027285,0.027299,0.1,↑,1.0,NS,13/25,5,5,1.0
Liver,Myeloid,exhaustion,IA→AR,IA,AR,0.027299,0.035408,29.7,↑,0.785714,NS,9/15,5,3,0.9906828695652173
Liver,Myeloid,exhaustion,CR→AR,CR,AR,0.029631,0.035408,19.5,↑,1.0,NS,5/9,3,3,1.0
Liver,CD4_T,exhaustion,NL→IT,NL,IT,0.077572,0.08601,10.9,↑,0.588745,NS,22/36,6,6,0.8986107894736842
Liver,CD4_T,exhaustion,NL→IA,NL,IA,0.077572,0.087323,12.6,↑,0.536797,NS,19/30,6,5,0.77835565
Liver,CD4_T,exhaustion,NL→AR,NL,AR,0.077572,0.084909,9.5,↑,0.714286,NS,11/18,6,3,0.7967036153846153
Liver,CD4_T,exhaustion,NL→CR,NL,CR,0.077572,0.065002,-16.2,↓,1.0,NS,9/18,6,3,1.0
Liver,CD4_T,exhaustion,IT→IA,IT,IA,0.08601,0.087323,1.5,↑,0.792208,NS,17/30,6,5,0.9189612800000001
Liver,CD4_T,exhaustion,IA→AR,IA,AR,0.087323,0.084909,-2.8,↓,1.0,NS,8/15,5,3,1.0
Liver,CD4_T,exhaustion,CR→AR,CR,AR,0.065002,0.084909,30.6,↑,0.2,NS,8/9,3,3,1.0
Liver,CD8_T,exhaustion,NL→IT,NL,IT,0.09007,0.126369,40.3,↑,0.041126,*,31/36,6,6,0.2981635
Liver,CD8_T,exhaustion,NL→IA,NL,IA,0.09007,0.149143,65.6,↑,0.177489,NS,23/30,6,5,0.571909
Liver,CD8_T,exhaustion,NL→AR,NL,AR,0.09007,0.137905,53.1,↑,0.095238,†,16/18,6,3,0.2761902
Liver,CD8_T,exhaustion,NL→CR,NL,CR,0.09007,0.097976,8.8,↑,0.166667,NS,15/18,6,3,0.4027785833333334
Liver,CD8_T,exhaustion,IT→IA,IT,IA,0.126369,0.149143,18.0,↑,0.329004,NS,21/30,6,5,0.8648396111111111
Liver,CD8_T,exhaustion,IA→AR,IA,AR,0.149143,0.137905,-7.5,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Liver,CD8_T,exhaustion,CR→AR,CR,AR,0.097976,0.137905,40.8,↑,0.1,NS,9/9,3,3,0.9666666666666668
Liver,NK,exhaustion,NL→IT,NL,IT,0.085421,0.096478,12.9,↑,0.329004,NS,21/30,6,5,0.7767849375
Liver,NK,exhaustion,NL→IA,NL,IA,0.085421,0.089524,4.8,↑,0.662338,NS,18/30,6,5,0.9996794074074075
Liver,NK,exhaustion,NL→AR,NL,AR,0.085421,0.081205,-4.9,↓,1.0,NS,9/18,6,3,1.0
Liver,NK,exhaustion,NL→CR,NL,CR,0.085421,0.096528,13.0,↑,0.714286,NS,11/18,6,3,0.9006214782608695
Liver,NK,exhaustion,IT→IA,IT,IA,0.096478,0.089524,-7.2,↓,0.690476,NS,15/25,5,5,1.0
Liver,NK,exhaustion,IA→AR,IA,AR,0.089524,0.081205,-9.3,↓,0.571429,NS,10/15,5,3,0.9494044166666668
Liver,NK,exhaustion,CR→AR,CR,AR,0.096528,0.081205,-15.9,↓,0.7,NS,6/9,3,3,1.0
Liver,B,exhaustion,NL→IT,NL,IT,0.02113,0.016866,-20.2,↓,0.714379,NS,17/30,6,5,0.9996794074074075
Liver,B,exhaustion,NL→IA,NL,IA,0.02113,0.032312,52.9,↑,0.329004,NS,21/30,6,5,0.8673741818181819
Liver,B,exhaustion,NL→AR,NL,AR,0.02113,0.018866,-10.7,↓,0.904762,NS,8/18,6,3,1.0
Liver,B,exhaustion,NL→CR,NL,CR,0.02113,0.017212,-18.5,↓,1.0,NS,9/18,6,3,1.0
Liver,B,exhaustion,IT→IA,IT,IA,0.016866,0.032312,91.6,↑,0.150794,NS,20/25,5,5,0.4373026
Liver,B,exhaustion,IA→AR,IA,AR,0.032312,0.018866,-41.6,↓,0.392857,NS,11/15,5,3,0.920635611111111
Liver,B,exhaustion,CR→AR,CR,AR,0.017212,0.018866,9.6,↑,1.0,NS,5/9,3,3,1.0
Liver,PlasmaB,exhaustion,NL→IT,NL,IT,0.049371,0.007683,-84.4,↓,0.017316,*,28/30,6,5,0.251082
Liver,PlasmaB,exhaustion,NL→IA,NL,IA,0.049371,0.018743,-62.0,↓,0.177489,NS,23/30,6,5,0.7155836999999999
Liver,PlasmaB,exhaustion,NL→AR,NL,AR,0.049371,0.004245,-91.4,↓,0.071429,†,12/12,6,2,0.51786025
Liver,PlasmaB,exhaustion,NL→CR,NL,CR,0.049371,0.009836,-80.1,↓,0.047619,*,17/18,6,3,0.46031700000000003
Liver,PlasmaB,exhaustion,IT→IA,IT,IA,0.007683,0.018743,143.9,↑,0.249153,NS,18/25,5,5,1.0
Liver,PlasmaB,exhaustion,IA→AR,IA,AR,0.018743,0.004245,-77.4,↓,0.241032,NS,8/10,5,2,0.849816
Liver,PlasmaB,exhaustion,CR→AR,CR,AR,0.009836,0.004245,-56.8,↓,0.553617,NS,4/6,3,2,1.0
Liver,Myeloid,fibrosis,NL→IT,NL,IT,0.098494,0.093509,-5.1,↓,0.662338,NS,18/30,6,5,0.7114000740740741
Liver,Myeloid,fibrosis,NL→IA,NL,IA,0.098494,0.078826,-20.0,↓,0.246753,NS,22/30,6,5,0.914657238095238
Liver,Myeloid,fibrosis,NL→AR,NL,AR,0.098494,0.092698,-5.9,↓,0.547619,NS,12/18,6,3,0.8358395263157895
Liver,Myeloid,fibrosis,NL→CR,NL,CR,0.098494,0.0918,-6.8,↓,0.547619,NS,12/18,6,3,1.0
Liver,Myeloid,fibrosis,IT→IA,IT,IA,0.093509,0.078826,-15.7,↓,0.420635,NS,17/25,5,5,0.871315357142857
Liver,Myeloid,fibrosis,IA→AR,IA,AR,0.078826,0.092698,17.6,↑,0.25,NS,12/15,5,3,0.725
Liver,Myeloid,fibrosis,CR→AR,CR,AR,0.0918,0.092698,1.0,↑,0.7,NS,3/9,3,3,1.0
Liver,CD4_T,fibrosis,NL→IT,NL,IT,0.050465,0.047635,-5.6,↓,0.699134,NS,21/36,6,6,0.9886365833333333
Liver,CD4_T,fibrosis,NL→IA,NL,IA,0.050465,0.053617,6.2,↑,0.792208,NS,17/30,6,5,0.8836166153846154
Liver,CD4_T,fibrosis,NL→AR,NL,AR,0.050465,0.045129,-10.6,↓,0.904762,NS,10/18,6,3,0.9370749285714285
Liver,CD4_T,fibrosis,NL→CR,NL,CR,0.050465,0.033874,-32.9,↓,0.166667,NS,15/18,6,3,0.6904775714285715
Liver,CD4_T,fibrosis,IT→IA,IT,IA,0.047635,0.053617,12.6,↑,0.662338,NS,18/30,6,5,0.9189612800000001
Liver,CD4_T,fibrosis,IA→AR,IA,AR,0.053617,0.045129,-15.8,↓,0.785714,NS,9/15,5,3,0.9114282400000001
Liver,CD4_T,fibrosis,CR→AR,CR,AR,0.033874,0.045129,33.2,↑,0.7,NS,6/9,3,3,1.0
Liver,CD8_T,fibrosis,NL→IT,NL,IT,0.056079,0.05006,-10.7,↓,0.393939,NS,24/36,6,6,0.7030295999999999
Liver,CD8_T,fibrosis,NL→IA,NL,IA,0.056079,0.052638,-6.1,↓,1.0,NS,15/30,6,5,1.0
Liver,CD8_T,fibrosis,NL→AR,NL,AR,0.056079,0.042775,-23.7,↓,0.261905,NS,14/18,6,3,0.5260765714285714
Liver,CD8_T,fibrosis,NL→CR,NL,CR,0.056079,0.032778,-41.5,↓,0.095238,†,16/18,6,3,0.39455742857142856
Liver,CD8_T,fibrosis,IT→IA,IT,IA,0.05006,0.052638,5.2,↑,0.792208,NS,17/30,6,5,0.9572513333333333
Liver,CD8_T,fibrosis,IA→AR,IA,AR,0.052638,0.042775,-18.7,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Liver,CD8_T,fibrosis,CR→AR,CR,AR,0.032778,0.042775,30.5,↑,0.7,NS,6/9,3,3,1.0
Liver,NK,fibrosis,NL→IT,NL,IT,0.056719,0.059092,4.2,↑,0.662338,NS,18/30,6,5,0.8003250833333333
Liver,NK,fibrosis,NL→IA,NL,IA,0.056719,0.066465,17.2,↑,0.428571,NS,20/30,6,5,0.9996794074074075
Liver,NK,fibrosis,NL→AR,NL,AR,0.056719,0.0544,-4.1,↓,1.0,NS,9/18,6,3,1.0
Liver,NK,fibrosis,NL→CR,NL,CR,0.056719,0.040429,-28.7,↓,0.166667,NS,15/18,6,3,0.849816
Liver,NK,fibrosis,IT→IA,IT,IA,0.059092,0.066465,12.5,↑,0.222222,NS,19/25,5,5,0.9925594375
Liver,NK,fibrosis,IA→AR,IA,AR,0.066465,0.0544,-18.2,↓,0.392857,NS,11/15,5,3,0.9494044166666668
Liver,NK,fibrosis,CR→AR,CR,AR,0.040429,0.0544,34.6,↑,0.4,NS,7/9,3,3,1.0
Liver,B,fibrosis,NL→IT,NL,IT,0.020776,0.0342,64.6,↑,0.930736,NS,14/30,6,5,0.9996794074074075
